SMILES,MLM,HLM,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA4,EState_VSA7,EState_VSA8,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,Kappa1,Kappa2,LabuteASA,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAromaticCarbocycles,NumAromaticRings,NumHDonors,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA13,PEOE_VSA6,PEOE_VSA7,RingCount,SMR_VSA3,SMR_VSA5,SMR_VSA7,SlogP_VSA2,SlogP_VSA5,SlogP_VSA6,TPSA,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,fr_Al_COO,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_COO,fr_COO2,fr_NH1,fr_Nhpyrrole,fr_benzene,fr_bicyclic,fr_para_hydroxylation
Cc1cc2n(CCNC(=O)COc3ccc(F)cc3)ccn2n1,47.719,57.667,1.599,316.33,3,1,6,1.599,60.56,807.2145047656355,16.233840039752504,12.698874068323853,12.698874068323853,11.114193540729628,7.278509189079813,7.278509189079813,5.17257235717442,5.17257235717442,3.3787085780803494,3.3787085780803494,2.2827922716055378,2.2827922716055378,11.341105215616189,29.95089105916974,10.415470412307368,316.1335540040001,23.0,299.2,15.080604060272359,6.514159122425595,132.02906666580222,1.7785199999999999,82.82370000000004,316.336,1.0,6.0,1.0,3.0,1.0,6.0,0.0,0.0,120.0,5.907179729351506,0.0,31.18920547353706,3.0,19.497967953714344,13.4684936056032,54.23667132142856,33.23999744948502,5.693927994848461,42.7255224855342,60.56,7.09353733973073,1.9355505297390152,-0.09672223887331621,7.539567837993059,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,86.802,96.87,-1.205,333.357,4,1,3,0.298,64.09,854.2600816822633,17.43035694138864,13.750900149438403,13.750900149438403,11.417922655570505,7.955084689710336,7.955084689710336,6.074159375342378,6.074159375342378,4.563823088297221,4.563823088297221,3.1030483978794545,3.1030483978794545,13.08951281182515,18.871318913218293,4.899909730850478,333.14886972,24.0,313.20300000000003,16.447862009987272,6.238342898078794,138.25887357603418,1.6105000000000003,90.50930000000004,333.36300000000006,1.0,6.0,1.0,2.0,1.0,3.0,1.0,1.0,128.0,0.0,0.0,26.104143319291033,3.0,9.467009378641833,13.4684936056032,39.93357761725155,53.76953966776187,17.28172587545944,23.124114892608116,65.78,9.281541917637211,0.03261838390085181,-1.7898173156876256,2.829798752834467,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
O=c1[nH]c(N2CCN(Cc3ccccc3)CC2)nc(O)c1Cc1ccccc1,93.55,39.12,3.369,376.452,4,2,5,1.846,68.17,964.8318552904868,19.34672421487486,15.713246051479244,15.713246051479244,13.686673185801062,9.561717543141777,9.561717543141777,7.102864375828854,7.102864375828854,5.125699766861178,5.125699766861178,3.542772203288102,3.542772203288102,38.28723352125987,41.29811214162014,39.133335046591334,376.189926008,28.0,352.26800000000014,18.25296756544239,8.269777980998834,163.64413221901498,2.3885000000000005,109.70250000000001,376.46000000000015,2.0,6.0,2.0,3.0,2.0,5.0,1.0,1.0,144.0,5.559266895052008,60.6636706846161,11.126902983393991,4.0,14.867866772744893,12.965578028838586,87.70782923883094,46.153419791235905,16.690354475090988,65.45820786868792,72.46000000000001,10.342787931857611,2.2856475397513534,0.25739907253841254,20.01360497800152,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
Nc1[nH]nc(-c2ccc(Br)s2)c1-c1ccc2c(c1)OCO2,3.137,74.292,3.406,364.217,3,2,2,3.407,101.4,827.4910094292136,14.396976746569035,10.721131336225078,13.123624456267509,10.220346690612276,6.217435290952282,7.8269301414373595,4.532687163359052,6.995701652634656,3.2621366094900988,4.8925103483425305,2.3196155764652167,3.701586376046568,36.98341705634828,30.33183534230805,26.127307514551426,362.9677096599999,21.0,354.1440000000002,12.728272290010676,4.782239159715954,132.37685649493727,3.8786000000000014,85.57210000000002,364.2240000000001,3.0,5.0,1.0,3.0,2.0,2.0,0.0,0.0,106.0,0.0,6.06636706846161,45.75886366349278,4.0,10.197363616602075,0.0,34.118250560144766,16.990305922701904,0.0,34.118250560144766,73.16000000000001,7.195008030990174,8.727329341458807,2.0148447079449068,9.781684040900311,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
CCc1nn2c(=O)c(CC(=O)OC)c(C)[nH]c2c1-c1ccccc1,84.61,95.95,2.863,325.362,4,1,5,2.863,73.22,955.039705551386,17.26722023457211,13.920136970712731,13.920136970712731,11.562080607913938,7.819891674898922,7.819891674898922,5.5882982316411995,5.5882982316411995,4.113132792737038,4.113132792737038,2.8473137968860827,2.8473137968860827,16.82083097824245,37.255572541998674,14.819523283048294,325.142641468,24.0,306.21600000000007,15.984994218945344,6.312043829949512,138.64064936704514,2.27592,91.08370000000001,325.368,1.0,6.0,1.0,3.0,1.0,4.0,0.0,0.0,124.0,5.559266895052008,37.255572541998674,18.90801031431363,3.0,14.59805822286387,26.689117645233267,57.6369469028258,27.67716105209325,23.875044681084542,35.126372526379875,76.46000000000001,4.462761243386243,4.140416561686404,-0.4499037406897253,9.838657223908847,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Cc1cc2c(cc1S(=O)(=O)N(C)CC(=O)N(C)Cc1ccco1)OC(C)C(=O)N2,0.56,6.55,0.738,421.467,5,1,6,0.738,117.54,1032.463954387373,21.344570503761734,16.630480401757808,17.446976982685538,13.5902612841548,8.941596811514367,10.381660140315008,6.9534409221794915,8.966747268880523,4.652999541629443,6.598373035169981,2.909381279485037,4.247338339075706,4.305215991296234,0.0,5.316788604006331,421.130756456,29.0,398.29100000000017,20.87328839728806,7.8779035513024835,168.82836931170237,1.5865200000000002,104.89650000000005,421.47500000000014,1.0,9.0,1.0,2.0,1.0,6.0,0.0,0.0,156.0,5.907179729351506,0.0,37.61002709646307,3.0,9.205125722146711,31.391680668559903,41.85233018005694,56.18134892419392,18.24743611026206,39.84126568205662,109.16000000000003,2.684425962867695,0.8536137118933147,0.2048021731111227,6.378080928988563,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
O=C(O)c1nc2nc(C3CC3)cc(C(F)(F)F)n2n1,92.98,85.242,2.383,272.183,5,1,3,0.912,80.38,675.1999809483791,13.784092571446669,9.347123787743682,9.347123787743682,8.859191910946029,5.44244722145777,5.44244722145777,4.290645856831577,4.290645856831577,2.8093035978339236,2.8093035978339236,1.7675582734681203,1.7675582734681203,18.90801031431363,0.0,15.066638850195455,272.052110124,19.0,265.12999999999994,11.87555354603705,3.653075014213761,103.4482025054259,1.7187000000000001,54.7183,272.1859999999999,1.0,6.0,0.0,2.0,1.0,2.0,0.0,1.0,100.0,11.60205822191912,0.0,18.90801031431363,3.0,19.582036743811077,24.935847809456885,23.278627556158458,30.657869426603632,40.766346963782084,6.06636706846161,80.38,12.046032218442933,-0.7744779856386999,-2.539123677248678,0.9077154195011337,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
COc1ccc(OC)c(CNC(=O)C23CCCC=C2N(C2CCCC2)C(=O)CC3)c1,0.44,1.18,3.295,412.522,4,1,6,3.295,67.87,843.607725198535,21.13961743368831,18.038025915169015,18.038025915169015,14.585683970028212,11.107626477767926,11.107626477767926,8.626176083058239,8.626176083058239,6.980998386960494,6.980998386960494,5.394109022193443,5.394109022193443,67.70526583180272,23.09901093623531,11.392808710840212,412.236207504,30.0,380.27400000000017,20.759876377317926,8.701742204267138,178.1530951987767,3.939200000000003,114.09570000000006,412.53000000000026,1.0,6.0,1.0,1.0,1.0,6.0,1.0,2.0,162.0,0.0,18.9176633526859,56.72403094294089,4.0,10.216698334856808,70.37399184139464,35.53561211697154,36.975705101256516,63.3508460980311,29.972160625274544,67.87,3.157331821617536,1.2457349537037046,1.660471106308048,5.846837237269114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
O=C(c1ccc(Cl)s1)N1CCCn2nc(-c3ccncc3)cc2C1,38.98,68.33,2.645,358.845,3,0,2,2.646,79.26,873.8602172433035,16.518297090128677,12.85319444501036,14.425619971956541,11.70350993820667,7.722860341157334,8.917321395094286,5.663965344431996,7.3790494457712485,4.061405762327024,5.280550906159199,2.884445013504045,3.895458735393731,36.461641916145076,21.714446802918882,16.149027397709855,358.06550978000007,24.0,343.73400000000015,15.353685565889066,6.374364040563884,148.05633765552648,3.706100000000002,94.14450000000001,358.85400000000004,0.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,122.0,5.907179729351506,11.600939890232516,36.75265696523406,4.0,19.66437299524391,19.51033443475116,57.63292668982958,32.11630913050799,21.786433995547593,42.725522485534206,51.02,4.684072315654657,3.004324964974767,0.03426954732510312,9.502881837461159,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CCN(CCCN1C(=O)CCC1(C)C(=O)NCCC(C)C)c1cccc(C)c1,0.746,4.817,3.63,387.559,2,1,10,3.377,52.65,673.5662114592719,20.733840039752497,18.254529367368153,18.254529367368153,13.273911358222875,10.679834968619717,10.679834968619717,8.529879497386833,8.529879497386833,5.7771454602943155,5.7771454602943155,3.881979314496971,3.881979314496971,25.931156057677168,11.823646930541102,62.17711540746574,387.288577424,28.0,350.2720000000001,22.2512326427106,9.944107279472263,170.0221616348124,3.7548200000000023,115.49970000000008,387.5680000000001,1.0,5.0,1.0,1.0,1.0,10.0,1.0,1.0,156.0,0.0,25.980208536304467,63.64776814263151,2.0,10.216698334856808,65.84089774254049,29.828919765543436,48.43222006558713,58.94168678216353,24.26546827384644,52.650000000000006,3.0461792474233853,1.7451840907477112,0.6400136439343412,8.500050680594304,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Cn1nnc(-c2ccc(OCC(=O)Nc3ccc4[nH]ccc4c3)cc2)n1,72.44,45.9,2.418,348.359,5,2,5,2.418,97.72,1050.9366004640076,17.93251065250177,14.008610166820741,14.008610166820741,12.669836433395455,8.014988685933329,8.014988685933329,5.743421639124366,5.743421639124366,3.827824081618228,3.827824081618228,2.5768638954818646,2.5768638954818646,22.153762698461616,42.595045982382736,25.71151583721048,348.13347375200004,26.0,332.2380000000001,15.82490779632084,6.67333501523414,148.33960889638638,2.3759000000000006,96.65740000000002,348.366,2.0,8.0,2.0,4.0,2.0,5.0,0.0,0.0,130.0,5.907179729351506,0.0,53.744321643347746,4.0,25.191233455703166,0.0,54.727780119305955,37.70529514956759,0.0,54.727780119305955,97.71999999999998,15.74948829941217,2.5846438632719546,0.9077537233746311,14.815210702962846,0.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
COC(=O)c1cc2cc(-c3ccccc3)c3ccccc3c2o1,73.47,57.01,4.707,302.323,2,0,3,4.707,39.44,1013.114074542179,15.81119030894213,12.575597832477476,12.575597832477476,11.275188245478668,7.367479281483426,7.367479281483426,5.356319867974479,5.356319867974479,3.993878413811522,3.993878413811522,2.929789502658006,2.929789502658006,27.28557562678838,36.39820241076966,24.26546827384644,302.094294308,23.0,288.217,13.583147513365256,5.286198581205441,132.6511072114521,5.039600000000004,90.49550000000005,302.32900000000006,0.0,3.0,3.0,4.0,0.0,2.0,0.0,0.0,112.0,0.0,54.59730361615449,28.64586133478201,4.0,0.0,0.0,72.49028517195215,13.079102829229383,10.554784602946263,71.14718869013106,39.44,2.9712268518518523,2.9564953651213584,-0.2459194696397078,22.032825461375246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
CC1=C(c2ccc(F)cc2)S(=O)(=O)N=C1Nc1ccc2[nH]c(C(F)(F)F)nc2c1,72.613,49.8,3.238,424.372,4,2,4,2.615,95.59,1289.6374993019533,20.974327015758657,14.672481838755797,15.488978419683521,13.542661888453432,8.206182080427215,9.646245409227854,6.316074913759014,7.857030069714246,4.285935499685137,5.7666639743495045,2.9731020692803782,4.404868970150288,12.13273413692322,0.0,19.68245663898217,424.0617095040001,29.0,412.2830000000001,19.121460730414064,6.4085432622174325,161.59634881911475,4.305800000000001,100.06720000000003,424.3790000000001,2.0,6.0,2.0,3.0,2.0,2.0,0.0,0.0,150.0,10.023291153407584,12.13273413692322,42.81902403369567,4.0,9.967957041894417,13.100035717134098,65.24275084004336,24.221373811980623,18.311593189387544,52.435385002381956,87.21,2.8012578735197784,1.134637685325385,-1.6087418646744907,9.15281047487917,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
Cc1ccc(CN2CCC=C(CCC(=O)O)C2=O)cc1,99.879,92.642,2.418,273.327,3,1,5,0.967,57.61,531.1578959892562,14.535169427003234,11.633209023808512,11.633209023808512,9.558550648063802,6.816868219881913,6.816868219881913,5.124082599463258,5.124082599463258,3.4539082793962326,3.4539082793962326,2.301894736935783,2.301894736935783,11.984273114623004,37.265225580370945,0.0,273.136493468,20.0,254.17999999999995,14.312082528484643,6.3691492374890055,118.26250170023651,2.5185200000000005,76.16580000000003,273.332,1.0,4.0,1.0,1.0,1.0,5.0,0.0,0.0,106.0,0.0,35.90493987237732,25.328831937239638,2.0,4.899909730850478,32.730958474381225,47.04149589414358,28.42767854890711,30.389367852172022,35.91459291074959,57.61000000000001,8.70534813803885,2.925888894137903,-0.8958953241790535,8.116646677903892,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Cc1cc(NCc2cn[nH]c2-c2ccccc2)ccc1Br,12.12,18.81,4.71,342.233,1,2,4,4.709,40.71,734.8009636028933,14.656489770562878,11.728437272402367,13.314433811517072,10.237183443017884,6.815287314018658,7.60828558357601,4.953782525277987,5.808119424452508,3.4212251208549183,4.3109758943506336,2.2518348234078474,2.498460642766368,33.525693174671005,24.395944776997904,68.69966866055643,341.052759612,21.0,326.11199999999997,13.892254679614824,6.140409550258326,132.0901475200332,4.759720000000002,90.22940000000003,342.24000000000007,2.0,3.0,2.0,3.0,2.0,4.0,0.0,0.0,106.0,0.0,46.2617792402574,36.249741388469445,3.0,10.197363616602075,13.4684936056032,70.32740261853236,10.197363616602075,11.126902983393991,59.20049963513837,40.71,10.695699509742168,5.6980372682755895,0.0,16.511670041125793,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0
CCn1c(=O)n(CC)c2cc(NC(=O)CCN3Cc4ccccc4C3=O)ccc21,5.92,58.12,1.854,392.451,3,1,6,1.854,72.96,1158.5640368121149,20.543241116511005,16.643371448151584,16.643371448151584,14.028407103102726,9.932021972974894,9.932021972974894,7.156616770994136,7.156616770994136,5.439998682920732,5.439998682920732,3.963821379091303,3.963821379091303,22.160304418626517,56.31204387861251,5.316788604006331,392.18484062799996,29.0,368.26700000000017,18.987682629313895,7.5795102177130875,168.0918232624306,2.827400000000001,111.97520000000004,392.4590000000001,1.0,7.0,2.0,3.0,1.0,6.0,0.0,0.0,150.0,5.907179729351506,18.19910120538483,43.67639416492468,4.0,14.034109026433187,39.902565240044986,64.07575304490055,32.393224891048774,36.18973618977307,47.25910666330309,76.34,2.890531856261023,3.9929064924727613,-0.1841541820817052,13.039987381833313,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0
CCN1CCCC1CN(Cc1cccnc1)Cc1cccc(Oc2ncccn2)c1,4.34,76.28,-3.772,595.643,13,4,14,-3.406,186.51,905.7394463782384,20.597801070431423,17.522266966545,17.522266966545,14.79715763333328,10.690356115653517,10.690356115653517,7.7363701746237306,7.7363701746237306,5.559024093440637,5.559024093440637,4.160176836254017,4.160176836254017,31.928537456934205,30.59278834861098,49.87459342961804,403.23721054800006,30.0,374.2980000000001,20.443086363221386,10.274637069898787,178.1163959204184,4.150400000000004,117.16800000000003,403.5300000000001,0.0,6.0,1.0,3.0,0.0,9.0,1.0,1.0,156.0,0.0,25.122838405075452,61.3235273149176,4.0,24.75175502454258,38.89673408651575,78.37884674907758,50.42786507142828,30.892283428936633,67.25194376568359,54.38,0.0,2.455557771203064,0.7602582252036618,15.135848207623376,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CSc1cccc(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2C)c1,14.41,8.41,5.639,423.594,2,1,2,5.639,90.8,1068.0149204370766,19.9574546788841,16.773508121841253,18.406501283696706,14.152198343190415,10.181585392024344,12.222826844343661,7.763643628805782,9.72691819618633,6.064481201810319,8.123188195049076,4.504742241022712,6.368029796740432,17.003691373127346,40.691565997681444,41.203570228486214,423.14390442000007,29.0,398.4070000000002,18.823742818509096,7.576168454512667,179.47223141137755,6.248200000000005,121.48770000000003,423.6070000000002,1.0,4.0,1.0,3.0,1.0,2.0,0.0,0.0,150.0,0.0,6.06636706846161,74.75807970891111,5.0,9.467009378641833,50.089104401972975,64.29302415432649,21.75389307449131,47.50519944663435,47.49052945790051,37.27,4.447135684648312,4.864172931645877,0.0,12.25823982851518,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0
Cc1nc(N2CCN(c3ccccn3)CC2)nc2c1C(=O)CC(c1cccc(Cl)c1)C2,86.09,54.38,4.511,433.933,4,0,3,4.511,62.22,1112.207450306017,21.37166824125719,17.4610738507988,18.217002796817255,15.080520035918415,10.65378475615073,11.031749229159956,8.176097267331508,8.612533047803494,6.159295406590523,6.394392509378262,4.572161889218891,4.770889343633965,61.31735678679175,55.585150250534966,14.783797982648164,433.166938068,31.0,409.7510000000002,19.94302018923523,8.268462978249955,186.46180786430773,4.072720000000003,122.27650000000001,433.9430000000002,0.0,6.0,1.0,3.0,0.0,3.0,1.0,1.0,158.0,0.0,29.800041095617345,49.09138463432146,5.0,14.951935562841626,25.683286491704035,76.19880533767659,46.91420613285687,39.64802382625014,48.661413050844345,62.220000000000006,0.6954442971901039,3.4305751567057396,1.9381614603778323,13.778984112063213,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Cc1ccc(Cl)c(OCC(O)Cn2cnc3cc(C)c(C)cc32)c1,1.0,6.47,4.795,344.835,3,1,5,5.58,47.28,873.1744458260683,17.26722023457211,14.083518996673444,14.839447942691898,11.435560745775549,7.929050538109202,8.307015011118429,6.220816536229691,6.628016662970297,4.161899895803415,4.4741486735722,2.6456600550888076,2.817763079041674,16.59685292692952,23.623570984405198,30.964187057251674,344.129155592,24.0,323.6740000000001,16.80510634028333,6.832340536945787,146.2096396408165,4.054860000000003,96.89780000000003,344.84200000000016,1.0,4.0,2.0,3.0,1.0,5.0,0.0,0.0,126.0,0.0,17.667306958694127,61.7270343480093,3.0,9.551078168738563,33.41993439273275,58.372143205904905,27.36845391584049,16.690354475090988,36.65915541707259,47.28,10.857285701445154,5.44562671759105,0.5950695155880945,9.757634684079974,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
CCCn1nccc1-c1csc(S(=O)(=O)Nc2ccccc2)c1,0.008,0.079,3.436,347.455,3,1,6,3.447,100.6,882.9583284944623,16.286246282559798,12.637786337935097,14.27077949979055,11.098484877679933,7.285265738360714,9.648081797210002,5.065531853823194,7.886005282690409,3.3139741428777856,6.1348409769954095,2.271323594964962,4.503391275270963,24.222957515384042,22.19459984253432,16.74451387244375,347.07621878400005,23.0,330.3290000000001,15.763447845860433,6.554759206966572,139.19865267821032,3.8224000000000027,93.08150000000002,347.46500000000003,1.0,5.0,1.0,3.0,1.0,6.0,0.0,0.0,120.0,10.023291153407584,25.122838405075452,30.686289896772447,3.0,9.780484743446223,24.098494406051287,54.04147582131026,18.19828172777516,13.344558822616634,58.25065499883234,63.99,6.1276480414760535,2.358446835651923,0.0,12.472793629642304,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
COC(=O)c1c(CC(=O)N2CCCC2C2CCCCC2)[nH]c(C(C)=O)c1C,0.24,0.26,3.715,374.474,4,1,6,3.697,79.47,730.7852143804416,19.551677284948287,16.598868326413594,16.598868326413594,12.934759407976115,10.037963310817037,10.037963310817037,7.897897048499328,7.897897048499328,6.2108140632719815,6.2108140632719815,4.885444927707278,4.885444927707278,19.386399651764595,4.899909730850478,4.9839785209472085,374.22055744,27.0,344.2410000000001,19.646065681416836,8.276216610980422,160.1908623780367,3.426120000000002,101.88770000000005,374.4810000000001,1.0,6.0,0.0,1.0,1.0,5.0,1.0,2.0,148.0,0.0,19.26246486877803,44.088381229253045,3.0,9.883888251797686,71.25588821193729,22.514758973090913,47.24001299180405,83.97332190140726,0.0,79.47,0.0,1.749224439648322,-0.03247803461502985,0.321956805870496,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
CC(C)C(C)(NC(=O)c1ccccc1C#Cc1ccccc1)C(N)=O,41.879,79.973,3.639,334.412,2,2,6,3.639,72.19,831.7197087201555,18.449382989376332,14.667349542013614,14.667349542013614,11.842059705644738,8.128332969745324,8.128332969745324,6.337034908679089,6.337034908679089,4.326744955793585,4.326744955793585,2.244743443756068,2.244743443756068,5.563451491696996,50.245676810150904,17.15765724171762,334.168127944,25.0,312.24300000000005,18.28113479004781,7.673257907792832,147.98499882769804,2.7161999999999997,98.76760000000004,334.4190000000001,3.0,4.0,2.0,2.0,2.0,4.0,0.0,0.0,128.0,5.907179729351506,56.02017837940058,37.10711151969846,2.0,5.316788604006331,26.310136851455216,71.28765809124549,17.353284711086356,42.25610325823468,54.59730361615449,72.19,2.7659034076593603,6.23677544056488,4.994839465872565,16.585815422924636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
COc1ccc(C)cc1N(CC(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1)S(C)(=O)=O,0.06,0.69,1.631,481.586,6,1,8,1.631,129.85,1188.5408339669787,23.51829709012867,18.237399304970943,19.870392466826395,15.018223746974853,10.045928618112567,13.334303566177713,7.628683700308513,11.473431954657096,5.131471711635765,8.170798789412517,3.4947259106330963,5.8635432391870514,28.96607991235665,0.0,5.316788604006331,481.13412758399994,32.0,454.3800000000002,24.021138137680097,9.47113792538396,188.63329383999687,2.19282,122.98530000000005,481.5960000000003,1.0,9.0,2.0,2.0,1.0,8.0,1.0,1.0,174.0,0.0,6.06636706846161,61.7270343480093,3.0,4.305215991296234,24.660863921060418,48.02802097092827,60.04782563183227,18.405094737549014,47.360052954749044,113.09,2.620258487654321,1.4323086012283974,-0.2505264087420118,10.881168909037065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
Cc1ccnn1CCNC(=O)CCc1nc2ncc(Br)cc2[nH]1,64.19,71.82,1.267,377.239,4,2,6,1.501,88.49,824.3513708271812,16.233840039752504,12.712895346977618,14.298891886092322,11.114193540729628,7.368853161740029,8.161851431297382,5.253884686072358,6.169560214864048,3.5166787353215865,3.9503488902906376,2.2971874973782986,2.628482015961785,21.507752726297063,23.73827427175903,41.29734987309834,376.06472126400007,23.0,360.11,15.667174415584117,6.907321607289892,141.19443627283715,1.9743199999999999,89.88340000000002,377.24600000000004,2.0,7.0,0.0,3.0,2.0,6.0,0.0,0.0,120.0,0.0,0.0,34.98641523456319,3.0,30.049208910294176,26.31013685145522,40.517473288830175,37.184356441551934,17.9391541157744,28.999140795981784,88.49000000000001,7.0738806991975,2.6128624449700952,0.7713664231124555,3.862208317853506,0.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
CCOc1ccccc1NC(=O)c1cc2cc(C)ccc2[nH]1,46.97,44.69,4.018,294.348,2,2,4,4.018,54.12,820.8201497595908,15.526733258565956,12.642405515631282,12.642405515631282,10.66903509559602,7.296764616337061,7.296764616337061,5.157013738858724,5.157013738858724,3.455972404950861,3.455972404950861,2.4153110978720256,2.4153110978720256,10.902924932081056,56.31204387861251,16.36713419341515,294.13682781600005,22.0,276.21,14.198373702422145,5.934584386312411,128.66402024905565,4.127320000000003,88.59990000000003,294.354,2.0,4.0,2.0,3.0,2.0,4.0,0.0,0.0,112.0,5.907179729351506,23.762552697081826,44.179309741689295,3.0,4.9839785209472085,13.847474399381248,59.788316034238335,17.49804021481163,22.9756538703079,48.53093654769288,54.12,3.922794994541026,3.3241491967795183,0.49195525741160684,15.333976736980885,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0
Cc1ccn(CCNc2ncnc3c2CCN(c2cnccn2)CC3)n1,0.508,2.046,1.501,350.421,5,1,5,1.5,84.65,860.6374702174678,17.76937394568524,14.837237470756751,14.837237470756751,12.792826335683708,8.870587732919489,8.870587732919489,6.345150974711372,6.345150974711372,4.565728087495882,4.565728087495882,3.2388863989819248,3.2388863989819248,62.04425041486928,30.06559434652357,35.25129422694668,350.19674270400003,26.0,328.2540000000001,16.43906867599518,7.4669981239578975,151.88987641343036,1.4888199999999998,99.13870000000004,350.43000000000006,1.0,8.0,0.0,3.0,1.0,5.0,0.0,0.0,134.0,0.0,0.0,19.410925891078243,4.0,29.716398827235054,26.31013685145522,54.132368911072376,49.350668044972785,16.95130748139392,37.18106142967845,84.65,7.866726456737383,3.351264540862582,1.8441670312368017,2.0116852992388568,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
COC(=O)c1ccc(COc2ccc(-c3nnn[nH]3)cc2)cc1,0.63,0.35,2.282,310.307,6,1,6,1.852,89.99,768.0997387575281,16.070703332935974,12.39229459259502,12.39229459259502,11.25835149307306,6.90279725693954,6.90279725693954,4.751410494165972,4.751410494165972,3.253633263504962,3.253633263504962,2.0120499909616965,2.0120499909616965,16.876414816677897,36.39820241076966,25.36099676171186,310.10659030799997,23.0,296.2010000000001,14.706242135858965,6.6943700321272495,131.8024955029404,2.2323000000000004,81.72720000000002,310.313,1.0,7.0,2.0,3.0,1.0,5.0,0.0,0.0,116.0,0.0,12.13273413692322,52.388424093776386,3.0,20.62413380791181,6.606881964512918,59.65783953108687,33.703236637141195,15.921440167465814,48.53093654769288,89.99000000000001,13.618205485319761,2.3539025897450814,0.9890563703017919,14.535502924871613,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
CCCNc1c(C(=O)OC)nc2ccc(Cl)cn12,0.86,0.06,2.739,267.711,3,1,5,2.746,55.63,579.9513650254355,13.120955864630139,10.235152614878842,10.991081560897298,8.668233757796587,5.668123807077011,6.046088280086239,3.802893826947666,4.23932960741965,2.503623276480535,2.727201441445131,1.670062801016283,1.8306468871460078,12.965578028838586,6.923737199690624,10.30076712495354,267.077454368,18.0,253.60399999999998,12.700325561856753,5.265942183016261,109.72211780767925,2.5962000000000005,70.32220000000002,267.716,1.0,5.0,0.0,2.0,1.0,4.0,0.0,0.0,96.0,0.0,18.524677089923138,18.55355575984923,2.0,9.384673127209002,13.344558822616634,29.046139017126084,29.00853236235096,23.833024001536916,18.3295777085363,55.629999999999995,3.7488712522045855,0.9227960443436638,0.14780139833711314,3.486555256361804,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
