MLM,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA4,EState_VSA7,EState_VSA8,ExactMolWt,FractionCSP3,HeavyAtomCount,HeavyAtomMolWt,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA6,PEOE_VSA7,RingCount,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA7,SlogP_VSA1,SlogP_VSA2,SlogP_VSA5,SlogP_VSA6,TPSA,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState8,fr_Al_COO,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_NH0,fr_NH1,fr_Ndealkylation2,fr_Nhpyrrole,fr_amide,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_para_hydroxylation
94.31,0.507,382.348,6,1,4,0.507,101.72,2.002181049017494,1262.527245101819,19.836134335324456,15.009985718224911,15.009985718224911,13.490402300641941,8.314529489591505,8.314529489591505,6.089739444244171,6.089739444244171,4.143751497082629,4.143751497082629,2.998733971024936,2.998733971024936,11.466446624403513,13.979489415818463,17.940803523175074,4.676102440895408,0.0,20.721836822013497,382.11896656000005,0.16666666666666666,28.0,367.2350000000002,17.738841647807636,6.815947626781485,2.8891954017504533,156.89568429364948,13.331306312394773,13.331306312394773,0.29870648165210734,0.04247496220710567,0.29870648165210734,-0.5331261940420495,1.4817000000000005,98.6967,382.35500000000013,1.0,9.0,0.0,0.0,1.0,4.0,8.0,1.0,10.0,4.0,0.0,0.0,142.0,5.559266895052007,0.0,15.01486576525403,13.58191538218585,12.13273413692322,23.762552697081826,4.0,24.487545759414143,0.0,13.530619164203543,58.393631828939306,10.985058292162392,37.50452303004319,12.617665194539086,41.32321609799295,103.41,23.820362532318455,12.731894998740238,4.637251182432564,-0.750810253075314,7.524436960115031,1.491597301391223,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0
58.61,1.735,254.284,2,2,3,1.735,58.2,2.128721486046647,594.1043864233072,13.664925939000156,10.51264900363436,10.51264900363436,9.147867045540842,5.890299098032741,5.890299098032741,4.082140359747843,4.082140359747843,2.4767860531450734,2.4767860531450734,1.6662020119456522,1.6662020119456522,0.0,9.589074368143644,11.814359458703011,5.687386274683562,30.33183534230805,10.633577208012662,254.105527688,0.06666666666666667,19.0,240.17699999999996,12.827056985199185,5.818152413247562,3.6728371682048677,111.00609223605444,12.028268613000757,12.028268613000757,0.2552355340591352,0.16609487300684966,0.2552355340591352,-0.20981292517006778,2.8973000000000013,75.14090000000003,254.28900000000002,2.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,3.0,0.0,0.0,96.0,5.907179729351506,0.0,9.589074368143644,0.0,24.26546827384644,30.33183534230805,2.0,0.0,0.0,6.923737199690624,60.160755107851486,10.633577208012662,11.814359458703011,17.28172587545944,54.59730361615449,58.2,23.001935197722084,5.432076877047114,1.8340230536659115,-0.37590779817691744,16.013910740834444,1.427295262240699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0
74.104,3.367,289.374,2,2,3,3.367,40.71,1.8638585293991943,707.366177652006,14.77781011412252,12.419386900145488,12.419386900145488,10.932652990377571,7.798819766703412,7.798819766703412,5.747110592217277,5.747110592217277,4.377580007011117,4.377580007011117,3.286025394875015,3.286025394875015,0.0,0.0,5.917906046161393,25.20426242959962,0.0,76.17782290522452,289.15789760800004,0.21052631578947367,22.0,270.23,13.285234212961704,5.775852492228471,2.335492496870962,129.9466529896558,4.685908919123205,4.685908919123205,0.07881986882689963,0.18268518518518473,0.07881986882689963,0.18268518518518473,3.2356000000000007,87.82740000000003,289.382,2.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,110.0,0.0,0.0,5.098681808301038,0.0,60.6636706846161,11.126902983393991,4.0,15.514152220608405,0.0,18.883484074999977,88.74188114940402,5.316788604006331,16.74212002251465,33.99611651094931,60.6636706846161,40.71,0.0,11.407364103048627,6.343810468631898,0.18268518518518473,21.282469135802465,1.9239164462081129,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
79.51,2.483,402.342,6,2,4,1.019,109.28,2.1362814685750506,1048.8745376750244,20.14589989101247,13.740770458671216,14.557267039598942,12.397702598310564,7.534022062203915,9.425433600262169,6.1493965510127016,8.133554010591968,4.1055734112984545,5.260512539624122,2.939892442400976,3.8894292924810494,56.093482903095904,31.490106706265927,17.062475158264807,36.58760452581945,0.0,0.0,402.038493796,0.23529411764705882,27.0,389.24200000000013,19.179346459100877,6.238864523936996,3.495090679866035,151.2929161685228,14.013411218277742,14.013411218277742,0.33542533903060656,0.22632983749055158,0.33542533903060656,-3.9120717904930564,2.9445000000000006,86.59590000000003,402.34600000000006,2.0,6.0,1.0,0.0,2.0,2.0,5.0,2.0,10.0,4.0,0.0,0.0,144.0,5.922529168094576,5.969305287951849,0.0,26.383579311425223,0.0,24.26546827384644,3.0,0.0,0.0,23.342800654286663,52.83941065844493,4.736862953800049,36.778455413568174,27.588858046911113,35.227318817825825,100.9,10.548704875838716,18.859912848595208,-1.133158843012513,-6.44845269708613,4.7114316505604386,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
2.386,3.803,309.326,1,0,4,3.803,20.31,1.5852591373564042,576.5620010604616,15.742276208189782,12.14369136444125,12.14369136444125,10.448508308423069,7.589209246744659,7.589209246744659,5.958067156277825,5.958067156277825,4.509524473768448,4.509524473768448,3.354551925833564,3.354551925833564,11.73975000914047,17.96578232709628,11.949020558499466,36.958650497398246,4.899909730850478,12.152040213667762,309.134048856,0.47058823529411764,22.0,291.187,15.128637218357298,5.781637683717655,3.030946069639058,127.16246301764279,12.502313620644422,12.502313620644422,0.4159098368829807,0.10809992283950653,0.332962440870905,-4.311825509722562,3.957500000000003,77.17800000000004,309.33100000000013,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,5.0,3.0,1.0,1.0,118.0,0.0,6.176298517443475,4.794537184071822,0.0,24.284774350590983,43.37947212032425,3.0,4.899909730850478,0.0,50.36408829036945,47.544411470908194,0.0,22.890771118497906,36.81018947509803,36.417508487514205,20.310000000000002,14.332870212899977,0.0,0.11392328857877121,0.10809992283950653,5.607410328201273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
0.253,1.308,254.329,5,0,2,1.308,100.34,2.9967664052374787,627.516117140869,11.869879009073573,9.104770622044995,10.737763783900448,7.557749310264366,4.617156255131814,6.721553937778298,3.3524869108456974,4.983986424837689,2.2523053791250534,3.9693444766217207,1.5582228738637507,3.3218826701552366,5.559266895052007,9.589074368143644,11.346696438061935,5.693927994848461,22.960263759929738,4.9839785209472085,254.01836956,0.3,16.0,244.25599999999997,11.3485115504676,4.026282920276072,1.5777436433471064,100.32598500903876,11.71167044595616,11.71167044595616,0.2854738596439603,0.18657407407407423,0.2854738596439603,-0.43175925925925873,1.98892,65.8615,254.33599999999998,0.0,4.0,0.0,0.0,0.0,2.0,6.0,0.0,6.0,2.0,0.0,0.0,84.0,5.559266895052007,0.0,13.989768974405436,0.0,0.0,20.103243582892652,2.0,9.384673127209002,0.0,18.87343437805049,26.9912463361352,5.559266895052007,21.423687257085344,22.9756538703079,15.200559933206979,51.44,27.725222033257744,2.6037462207105064,0.7403240740740751,-0.23439814814814786,0.0,3.324921579743008,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.8,4.587,324.46,2,1,6,2.891,26.71,1.6921275289031072,539.8024442431242,16.61467340730599,14.349347997078143,14.349347997078143,11.826499840494924,9.108187335288113,9.108187335288113,6.650348911823425,6.650348911823425,4.696689041346629,4.696689041346629,3.4610473650075555,3.4610473650075555,0.0,5.106527394840706,6.103966387748303,31.009041767104847,36.39820241076966,34.06528773554739,324.22016351599996,0.42857142857142855,24.0,296.244,16.99836783474409,8.857309509410207,4.826098382686049,145.08104629420401,10.70298185941043,10.70298185941043,0.08454600699378886,0.35785903250189,0.08454600699378886,-0.35785903250189,4.061600000000003,100.80480000000004,324.468,1.0,3.0,0.0,1.0,2.0,2.0,3.0,1.0,3.0,6.0,1.0,1.0,128.0,0.0,0.0,0.0,0.0,49.239845656621675,50.19662433152361,3.0,4.899909730850478,0.0,31.78725287945234,60.6636706846161,4.899909730850478,42.28942913708978,25.683286491704038,60.6636706846161,26.71,4.633255385487528,10.70298185941043,2.2474377467036204,0.0,20.659825659449577,3.61325570042832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
0.0,1.833,264.279,2,1,1,1.834,42.73,1.8162569177096477,787.2098660732792,13.526733258565956,10.666969380320866,10.666969380320866,9.79282633568371,6.43321580298809,6.43321580298809,4.809342579122831,4.809342579122831,3.450214785225364,3.450214785225364,2.4758920808090688,2.4758920808090688,0.0,4.794537184071822,12.514061693864424,28.080501808977722,36.52867891392113,28.04706091880442,264.089877624,0.0625,20.0,252.18799999999996,11.108253315043438,4.12992623454682,1.7347869472357411,115.15564030919604,11.374249146449724,11.374249146449724,0.2619096888684008,0.08577502026726402,0.2619096888684008,-0.11417385781473088,2.9372,76.95770000000003,264.284,1.0,4.0,0.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,0.0,0.0,98.0,5.907179729351506,0.0,4.794537184071822,0.0,12.13273413692322,35.89528683400505,4.0,4.400694606261793,0.0,0.0,54.858256622457425,10.05365155780638,16.914756300126218,0.0,54.858256622457425,42.74,11.374249146449724,2.8330519337364573,4.033874847778619,0.60537630175527,14.038146289737199,0.08577502026726402,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0
20.228,4.685,300.74,2,3,3,4.677,57.42,2.075652916762524,754.953083173604,14.819626477379408,10.993107951405364,11.749036897423817,10.181540550352056,6.378383430300427,6.7563479033096545,4.498180591350766,4.876145064359994,3.1205426636752724,3.478555751125589,2.1184701852571663,2.334746595329024,0.0,10.213054789681411,22.46999626129563,5.687386274683562,48.53093654769288,5.316788604006331,300.066555336,0.0,21.0,287.641,13.395697176524079,5.420331949396733,2.4109798878357034,126.40631935411642,10.361240551776266,10.361240551776266,0.2242905994597228,0.06963529856386996,0.2242905994597228,-0.2094464915595864,4.285500000000002,83.83330000000002,300.745,3.0,4.0,0.0,0.0,2.0,3.0,4.0,3.0,5.0,3.0,0.0,0.0,106.0,0.0,0.0,0.0,4.567099647791355,47.99914230100217,24.26546827384644,3.0,4.567099647791355,0.0,0.0,65.68630399835743,5.316788604006331,14.780154437472767,0.0,60.6636706846161,57.419999999999995,0.0,23.60124755920887,1.6524472999076179,-0.3552306941295029,18.301653937809693,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
99.9,4.965,546.584,6,0,6,4.965,84.95,1.3373043913589484,1734.0859124453054,27.14768912319608,20.86244150673248,21.678938087660207,18.770790064699348,12.579520838394043,14.400888043439963,9.703252679740105,12.006889356201707,7.125725551612366,8.734890859138769,5.14951116611624,6.426374377589627,21.47169481850929,21.993164263750398,22.852403651555512,16.969292000542666,35.23174507315853,4.9839785209472085,546.142484688,0.2,39.0,522.4030000000004,25.334784468852142,9.979038710365495,5.071003501006374,224.0214879220266,14.274682999936454,14.274682999936454,0.19459417138810556,0.14074795431308096,0.19459417138810556,-2.955938892048514,4.777600000000005,145.3782999999998,546.5950000000003,0.0,6.0,1.0,1.0,3.0,4.0,6.0,0.0,9.0,6.0,1.0,1.0,198.0,0.0,0.0,14.678425435869508,17.198627079678577,18.19910120538483,53.59147246262526,6.0,9.883888251797686,0.0,0.0,106.81512897357058,4.736862953800049,61.83178857823577,27.048343150859804,72.9268813246908,76.57,20.353758768905326,0.8384851691061456,3.2697624171073,-0.9939382071314327,17.716803672108938,1.8139781078790507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0
23.454,3.044,253.253,4,0,3,3.044,51.48,1.7435070434542417,646.079213370408,13.079139501373252,10.127623913592025,10.127623913592025,9.36450464295571,5.8709421687256995,5.8709421687256995,4.072693221391428,4.072693221391428,2.8761880740156998,2.8761880740156998,1.882975604249568,1.882975604249568,0.0,0.0,6.792942306099827,11.3129633249809,30.33183534230805,6.069221312792274,253.073893212,0.13333333333333333,19.0,242.16899999999993,11.422089649390202,4.9064136064820785,2.311292163608994,110.31070788521096,9.000370975959,9.000370975959,0.2308037389954717,0.24608380734959012,0.2308037389954717,0.24608380734959012,2.8659800000000013,68.05400000000003,253.25699999999995,0.0,4.0,0.0,1.0,2.0,2.0,4.0,0.0,4.0,3.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,18.19910120538483,18.19910120538483,3.0,0.0,0.0,6.606881964512918,53.59147246262526,14.210588861400147,6.792942306099827,11.126902983393991,42.46456947923127,51.480000000000004,0.0,9.000370975959,1.491583496052742,2.1044779593936345,14.953735778644688,0.5966563697078668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0
3.71,4.72,292.352,2,0,2,4.72,54.54,1.9599874723963389,803.9945454361309,14.233840039752504,11.205354344474397,12.021850925402124,10.343336592900533,6.780092311161731,7.596588892089457,4.922047174402059,5.942667900561717,3.6307314573627707,4.960908053762969,2.644241050657608,3.94901566683848,0.0,4.794537184071822,5.969305287951849,32.00810035419058,48.53093654769288,12.13273413692322,292.05580062399997,0.05555555555555555,21.0,280.26300000000003,12.35820944508483,4.862388204430359,1.975181258886971,126.18507520685117,12.088757401108591,12.088757401108591,0.3398992751853623,0.20621834845049136,0.3398992751853623,-0.20621834845049136,4.752500000000003,84.31050000000003,292.35900000000004,0.0,2.0,0.0,1.0,2.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,102.0,0.0,5.969305287951849,0.0,4.794537184071822,60.6636706846161,11.126902983393991,4.0,0.0,0.0,6.606881964512918,71.7905736680101,0.0,5.969305287951849,15.921440167465814,60.6636706846161,26.3,14.229735292265055,0.0,3.9714058956916105,-0.20621834845049136,20.201955703577724,0.37671414399093006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
72.54,4.343,523.073,5,3,7,4.279,94.81,1.2484120244987438,1208.7605569654113,25.777445635193004,21.452637682361523,22.208566628379977,17.99553493609094,12.765990825315194,13.143955298324421,9.669457095346619,10.076657222087226,7.273443991422691,7.550040542442703,5.030013325125729,5.168311600635736,0.0,0.0,0.0,35.90118346915974,30.33183534230805,54.48166956205893,522.2622354200001,0.4074074074074074,37.0,487.8050000000002,25.38252025407697,11.414383723526958,6.007163660860996,223.1235159760497,6.341546659610008,6.341546659610008,0.22883990642381835,0.39915952924576414,0.22883990642381835,0.39915952924576414,4.424200000000002,151.76079999999982,523.0850000000002,4.0,9.0,0.0,2.0,2.0,3.0,9.0,3.0,10.0,7.0,2.0,2.0,196.0,0.0,0.0,4.899909730850478,4.9839785209472085,23.733674027155736,44.15478350237565,5.0,19.76777650359537,0.0,18.88348407499998,53.684046364585676,26.004017369825373,79.2356252921735,12.841643245852019,48.661413050844345,94.81,16.43590203477095,6.853023010075063,9.340161002210305,1.6068263814521748,14.368244102854995,6.785807140415018,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0
33.42,2.224,324.22,3,0,2,1.266,36.67,1.8574991152003202,571.4173059576119,13.405412915006313,11.251860652013713,12.837857191128418,9.16470379794645,6.56206900323029,7.355067272787642,5.218580618733742,6.031057990483576,3.879798971434479,4.480051185542061,2.7265733447309097,3.1413428140936985,0.0,0.0,0.0,29.02727232626032,10.581764962077234,55.97413472271454,323.074557676,0.5384615384615384,19.0,306.0820000000001,12.871765135404022,5.091799366934501,2.3432606546394563,120.89329163830223,4.473324829931973,4.473324829931973,0.1560601398581461,0.687619887461157,0.1560601398581461,0.687619887461157,2.0221999999999998,79.60900000000004,324.22600000000017,0.0,5.0,0.0,1.0,0.0,2.0,5.0,0.0,6.0,2.0,1.0,1.0,102.0,0.0,0.0,0.0,9.499376414562832,0.0,54.99966524607896,3.0,19.497967953714344,0.0,18.88348407499998,23.063250230671642,4.899909730850478,52.724665560041835,12.841643245852019,23.063250230671642,36.67,9.15806300915428,4.263199798437894,1.067294501133787,1.0397278911564627,4.768508492903333,2.1077758881330304,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.57,2.922,486.412,5,1,7,2.922,87.33,1.8406720791571136,1026.4204052816374,22.5956473593183,17.345933648787437,19.67428812175207,14.713251186443054,9.780413121166019,11.976405395985113,7.334752172474271,10.269408254579465,5.151581677356327,7.744063806723389,3.404202733226904,5.131217403934396,15.930470882759089,13.212334168400758,26.546042423845385,22.95818029481838,30.33183534230805,10.216698334856808,485.09428264,0.38095238095238093,31.0,461.2210000000001,23.972148383024322,10.29140896276279,5.575229303652225,192.47905040134515,12.954113914084154,12.954113914084154,0.2524066819096862,0.03636220524838807,0.2524066819096862,-3.8311048488431694,3.0470000000000015,121.24300000000005,486.4210000000003,1.0,7.0,0.0,1.0,2.0,2.0,5.0,1.0,10.0,7.0,1.0,1.0,168.0,5.907179729351506,0.0,9.694446914922299,12.72301297562517,53.53371512277308,17.696185628620217,3.0,14.521914326153043,0.0,10.937324304665736,63.63673909010791,5.316788604006331,70.47347954794509,21.963280996613772,47.360052954749044,78.95,15.043318678609083,2.9552463023521836,1.127831932410757,-0.46660800894431875,12.348018296734041,3.0975981239095445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
96.82,0.904,396.364,4,0,4,0.893,65.98,1.693773968820246,917.1535589076411,20.474327015758654,15.362671143113424,15.362671143113424,13.201727166047124,8.525901206637256,8.525901206637256,6.386710728542251,6.386710728542251,4.606798370827651,4.606798370827651,2.9918840150589383,2.9918840150589383,11.73975000914047,22.760319511168106,22.779409949384412,12.263210640074686,4.899909730850478,4.9839785209472085,396.14092512800005,0.3888888888888889,28.0,377.21700000000004,19.714167070239238,7.528538665771485,3.947667828880715,158.50433351447282,12.812575618325077,12.812575618325077,0.41739151430587507,0.20827381542506695,0.41739151430587507,-4.425115696304195,1.7701000000000002,95.59050000000003,396.3690000000001,0.0,7.0,0.0,1.0,0.0,2.0,6.0,0.0,10.0,3.0,1.0,1.0,150.0,11.466446624403513,6.176298517443475,9.589074368143644,4.9839785209472085,0.0,12.13273413692322,3.0,14.450987899589041,7.04767198267719,6.176298517443475,52.0734954111288,15.196039579702534,53.646990793868376,15.921440167465814,35.38732553268281,67.67,31.84755425227774,0.0,-0.8017119249551401,0.36777925036610903,3.5844423720789016,1.594672067901234,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.25,3.932,335.443,3,1,4,3.932,57.94,1.8915714274599034,806.1262541629228,18.026733258565955,15.388097440161179,15.388097440161179,11.892978629188173,8.762790532221038,8.762790532221038,7.449982884624174,7.449982884624174,4.708477735784336,4.708477735784336,3.4111424860331336,3.4111424860331336,0.0,5.261891554738487,11.642891640131648,29.66247422409447,25.122838405075452,49.2739341737409,335.19976242,0.42857142857142855,25.0,310.25100000000003,17.443269174803895,6.854824362629049,3.829209761333314,149.407722391528,9.767345297699736,9.767345297699736,0.14423952085321312,0.18731552343159463,0.14423952085321312,-0.2506765925939809,4.156100000000003,99.49170000000005,335.4510000000002,1.0,4.0,0.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,0.0,0.0,130.0,0.0,0.0,0.0,4.9839785209472085,30.33183534230805,45.2426734050825,3.0,4.9839785209472085,0.0,58.78636564925908,58.27956930394449,5.316788604006331,16.626870161078855,48.718945560708306,30.33183534230805,57.94,4.6730061098513485,13.221114194147203,4.776007913125969,0.6943343726379441,12.921282592065939,8.775835607001959,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1.0,6.335,433.609,1,1,4,6.335,65.5,1.6045244133964203,1065.7700156855278,21.37166824125719,18.434173932129738,19.250670513057464,15.131030293135238,11.536356438647168,12.352853019574896,9.153233035250347,10.236854791376004,6.552976775514614,7.88634535427663,4.942069796802732,6.345889091860047,0.0,4.794537184071822,12.072955341486033,18.405094737549014,17.403152946396347,71.22631836441215,433.21878361200004,0.4230769230769231,31.0,402.3730000000003,20.376998277247043,8.541380685079163,3.80115775167935,188.4439477292021,13.5564915595868,13.5564915595868,0.31804350398522263,0.03320601851851812,0.31804350398522263,-0.10269392479213968,6.078300000000006,126.96970000000002,433.6210000000001,1.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,4.0,0.0,0.0,162.0,0.0,6.031114512338072,0.0,4.794537184071822,44.179309741689295,61.28165128110865,5.0,14.783797982648164,5.917906046161393,58.538179749071844,75.9228427144851,5.316788604006331,22.04288029689248,66.41320976094799,48.661413050844345,37.27,17.143341060444687,4.528903743596205,5.18261072793315,0.5713717280861939,14.69821426771147,5.767241295133716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0
2.01,3.117,485.534,5,1,5,3.114,90.62,1.218231358528238,1486.8392586246252,24.81082583001261,20.23088414168428,20.23088414168428,17.47436688603576,12.092965720400493,12.092965720400493,9.203928871388962,9.203928871388962,6.792149273436392,6.792149273436392,4.94296383378895,4.94296383378895,0.0,9.589074368143644,24.400956693763547,27.72375591032351,61.248258099895736,22.016622388720904,485.206304344,0.2962962962962963,36.0,458.3280000000004,22.210244318237827,8.745291550295574,3.8603140102109013,207.75121077775106,13.000109678564312,13.000109678564312,0.24009457484565327,0.07500409423028431,0.24009457484565327,-0.2598388755491723,3.427100000000001,135.09969999999996,485.54400000000027,1.0,9.0,0.0,2.0,2.0,4.0,7.0,1.0,9.0,5.0,0.0,0.0,184.0,0.0,0.0,14.48898409899412,4.681802935145185,24.26546827384644,30.686289896772447,6.0,19.66437299524391,7.04767198267719,25.93115605767717,60.29123161100295,19.690424242456906,45.920464184878995,24.94985114346159,54.727780119305955,90.62,27.366197598824655,8.879933550449154,3.7966665895708473,1.6861519924266055,15.442618311046493,3.3544212931109074,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0
49.735,1.004,326.477,3,2,5,0.415,64.67,2.4743317930673476,399.306654754984,17.78409257144667,15.771401704242711,15.771401704242711,10.508726372311404,8.548817422824532,8.548817422824532,8.102528376222901,8.102528376222901,4.0669320681282874,4.0669320681282874,3.0468791453758812,3.0468791453758812,0.0,9.589074368143644,35.478807198530234,12.841643245852019,44.666375026127206,24.48105160739391,326.268176328,0.8823529411764706,23.0,292.21299999999997,19.746082949308757,7.994370528117504,6.373731387966785,140.5149296123564,12.45174849921603,12.45174849921603,0.3172978733627654,0.017939814814814437,0.3172978733627654,-0.2238648673873691,1.6613000000000009,93.33540000000006,326.4850000000001,2.0,6.0,0.0,1.0,0.0,0.0,3.0,2.0,6.0,4.0,1.0,1.0,134.0,0.0,6.031114512338072,9.694446914922299,4.794537184071822,13.847474399381248,53.62610485643965,1.0,20.433396669713616,5.917906046161393,65.08293615498441,0.0,10.633577208012662,66.54557739124932,47.46032924430514,0.0,64.68,28.399314144849857,6.135906825699619,-0.2238648673873691,0.3520791425819383,0.023361579965114787,11.413930859304237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1.0,3.552,316.785,3,0,4,3.508,50.49,2.0373475022208045,848.7034641742093,15.689869965382487,12.5307325921734,13.286661538191856,10.558550648063802,7.251349176478628,7.629313649487856,5.695709969213631,6.132145749685616,3.5730521858008184,3.825028501140303,2.276420352225735,2.402408509895478,0.0,4.794537184071822,5.559266895052007,12.10820789760957,12.13273413692322,23.930134728629493,316.109088844,0.3125,22.0,299.65600000000006,14.782990769673768,5.926701502059583,2.7637086748268738,132.7161616616539,12.488266145964559,12.488266145964559,0.2639651236373353,0.05012636124408587,0.2639651236373353,-0.05012636124408587,3.2817000000000016,87.59000000000005,316.7920000000001,0.0,5.0,0.0,0.0,1.0,3.0,5.0,0.0,6.0,4.0,0.0,0.0,114.0,5.559266895052007,0.0,9.361636831863176,9.665781456092393,25.448414289613766,36.60419594293384,3.0,19.331562912184786,5.917906046161393,26.813052428219834,52.16606931308921,5.559266895052007,19.331562912184786,20.268296022307258,41.58416910429588,52.71,16.897404467960023,5.475723348639044,1.33816049207749,0.5410994754562989,7.267881056233328,4.941152662988952,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
69.95,-0.416,386.466,5,3,6,-0.402,133.05,2.042541017088633,863.3616764313122,19.482763184195935,15.294044563781677,16.1105411447094,12.123934788966013,8.736533567088719,10.17659689588936,7.014281202889285,8.889059952503786,4.518420443574227,6.570893869312866,3.0149226424808306,4.687935398894237,26.16778492218084,22.8014085365444,30.60852658218651,6.4208216229260096,4.9839785209472085,24.14824152433479,386.162390932,0.6875,26.0,360.26600000000013,20.372864448547748,8.17070421821471,4.611841516163195,151.79921134697787,12.74703737605388,12.74703737605388,0.32544892271727016,0.006761078545821642,0.32544892271727016,-4.0297129283238124,-0.0653799999999991,96.36790000000003,386.4740000000002,3.0,9.0,0.0,1.0,0.0,1.0,5.0,3.0,10.0,6.0,1.0,1.0,146.0,5.559266895052008,5.689743398203474,14.573052889090853,13.212334168400758,13.847474399381248,32.10410811463005,2.0,19.589961637196982,11.835812092322787,44.92915994336768,26.532012656247584,16.56579889726181,48.23241896460881,38.803867263007746,14.484557843661419,132.2,39.18023175427153,2.8918015721618717,-1.6709899870220786,0.21321887905131032,0.0,6.454997451953707,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
